id,Country,Cases,Deaths,Update_Time
1314,France,240,0,2009-06-29 09:00:00
1315,Germany,366,0,2009-06-29 09:00:00
1316,Greece,86,0,2009-06-29 09:00:00
1317,Guatemala,254,2,2009-06-29 09:00:00
1318,Honduras,118,1,2009-06-29 09:00:00
1319,Hungary,8,0,2009-06-29 09:00:00
1320,Iceland,4,0,2009-06-29 09:00:00
1321,India,64,0,2009-06-29 09:00:00
1322,Indonesia,8,0,2009-06-29 09:00:00
1323,Iran,1,0,2009-06-29 09:00:00
1324,Iraq,10,0,2009-06-29 09:00:00
1325,Ireland,39,0,2009-06-29 09:00:00
1326,Israel,469,0,2009-06-29 09:00:00
1327,Italy,112,0,2009-06-29 09:00:00
1328,Jamaica,21,0,2009-06-29 09:00:00
1329,Japan,1212,0,2009-06-29 09:00:00
1330,Jordan,18,0,2009-06-29 09:00:00
1331,Korea,202,0,2009-06-29 09:00:00
1332,Kuwait,30,0,2009-06-29 09:00:00
1333,Laos,3,0,2009-06-29 09:00:00
1334,Latvia,1,0,2009-06-29 09:00:00
1335,Lebanon,25,0,2009-06-29 09:00:00
1336,Lithuania,1,0,2009-06-29 09:00:00
1337,Luxembourg,4,0,2009-06-29 09:00:00
1338,Malaysia,112,0,2009-06-29 09:00:00
1339,Mexico,8279,116,2009-06-29 09:00:00
1340,Monaco,1,0,2009-06-29 09:00:00
1341,Montenegro,1,0,2009-06-29 09:00:00
1342,Morocco,11,0,2009-06-29 09:00:00
1343,Nepal,3,0,2009-06-29 09:00:00
1344,Netherlands,122,0,2009-06-29 09:00:00
1345,New Zealand,587,0,2009-06-29 09:00:00
1346,Nicaragua,277,0,2009-06-29 09:00:00
1347,Norway,31,0,2009-06-29 09:00:00
1348,Oman,3,0,2009-06-29 09:00:00
1349,Panama,403,0,2009-06-29 09:00:00
1350,Papua New Guinea,1,0,2009-06-29 09:00:00
1351,Paraguay,85,0,2009-06-29 09:00:00
1352,Peru,360,0,2009-06-29 09:00:00
1353,Philippines,861,1,2009-06-29 09:00:00
1354,Poland,14,0,2009-06-29 09:00:00
1355,Portugal,11,0,2009-06-29 09:00:00
1356,Qatar,10,0,2009-06-29 09:00:00
1357,Romania,24,0,2009-06-29 09:00:00
1358,Russia,3,0,2009-06-29 09:00:00
1359,Samoa,1,0,2009-06-29 09:00:00
1360,Saudi Arabia,69,0,2009-06-29 09:00:00
1361,Serbia,5,0,2009-06-29 09:00:00
1362,Singapore,599,0,2009-06-29 09:00:00
1363,Slovakia,9,0,2009-06-29 09:00:00
1364,Slovenia,4,0,2009-06-29 09:00:00
1365,South Africa,1,0,2009-06-29 09:00:00
1366,Spain,541,0,2009-06-29 09:00:00
1367,Sri Lanka,9,0,2009-06-29 09:00:00
1368,Suriname,11,0,2009-06-29 09:00:00
1369,Sweden,67,0,2009-06-29 09:00:00
1370,Switzerland,49,0,2009-06-29 09:00:00
1371,Thailand,774,0,2009-06-29 09:00:00
1372,Trinidad and Tobago,53,0,2009-06-29 09:00:00
1373,Tunisia,2,0,2009-06-29 09:00:00
1374,Turkey,27,0,2009-06-29 09:00:00
1375,Ukraine,1,0,2009-06-29 09:00:00
1376,United Arab Emirates,8,0,2009-06-29 09:00:00
1377,United Kingdom,4260,1,2009-06-29 09:00:00
1378,United States of America,27717,127,2009-06-29 09:00:00
1379,Uruguay,195,0,2009-06-29 09:00:00
1380,Vanuatu,2,0,2009-06-29 09:00:00
1381,Venezuela,172,0,2009-06-29 09:00:00
1382,Viet Nam,84,0,2009-06-29 09:00:00
1383,West Bank and Gaza Strip,9,0,2009-06-29 09:00:00
1384,Yemen,6,0,2009-06-29 09:00:00
1385,Algeria,2,0,2009-07-01 09:00:00
1386,Antigua and Barbuda,2,0,2009-07-01 09:00:00
1387,Argentina,1587,26,2009-07-01 09:00:00
1388,Australia,4090,7,2009-07-01 09:00:00
1389,Austria,15,0,2009-07-01 09:00:00
1390,Bahamas,6,0,2009-07-01 09:00:00
1391,Bahrain,15,0,2009-07-01 09:00:00
1392,Bangladesh,1,0,2009-07-01 09:00:00
1393,Barbados,10,0,2009-07-01 09:00:00
1394,Belgium,47,0,2009-07-01 09:00:00
1395,Bermuda,1,0,2009-07-01 09:00:00
1396,Bolivia,205,0,2009-07-01 09:00:00
1397,Brazil,680,1,2009-07-01 09:00:00
1398,British Virgin Islands,1,0,2009-07-01 09:00:00
1399,Brunei Darussalam,29,0,2009-07-01 09:00:00
1400,Bulgaria,10,0,2009-07-01 09:00:00
1401,Cambodia,6,0,2009-07-01 09:00:00
1402,Canada,7983,25,2009-07-01 09:00:00
1403,Cap Verde,3,0,2009-07-01 09:00:00
1404,Cayman Islands,13,0,2009-07-01 09:00:00
1405,Chile,6211,12,2009-07-01 09:00:00
1406,China,1518,0,2009-07-01 09:00:00
1407,Colombia,93,2,2009-07-01 09:00:00
1408,Costa Rica,279,2,2009-07-01 09:00:00
1409,Cote d'Ivoire,2,0,2009-07-01 09:00:00
1410,Cuba,46,0,2009-07-01 09:00:00
1411,Cyprus,48,0,2009-07-01 09:00:00
1412,Czech Republic,9,0,2009-07-01 09:00:00
1413,Denmark,55,0,2009-07-01 09:00:00
1414,Dominica,1,0,2009-07-01 09:00:00
1415,Dominican Republic,108,2,2009-07-01 09:00:00
1416,Ecuador,163,0,2009-07-01 09:00:00
1417,Egypt,67,0,2009-07-01 09:00:00
1418,El Salvador,226,0,2009-07-01 09:00:00
1419,Estonia,13,0,2009-07-01 09:00:00
1420,Ethiopia,2,0,2009-07-01 09:00:00
1421,Fiji,2,0,2009-07-01 09:00:00
1422,Finland,26,0,2009-07-01 09:00:00
1423,France,287,0,2009-07-01 09:00:00
1424,Germany,417,0,2009-07-01 09:00:00
1425,Greece,92,0,2009-07-01 09:00:00
1426,Guatemala,254,2,2009-07-01 09:00:00
1427,Honduras,118,1,2009-07-01 09:00:00
1428,Hungary,10,0,2009-07-01 09:00:00
1429,Iceland,4,0,2009-07-01 09:00:00
1430,India,104,0,2009-07-01 09:00:00
1431,Indonesia,8,0,2009-07-01 09:00:00
1432,Iran,1,0,2009-07-01 09:00:00
1433,Iraq,11,0,2009-07-01 09:00:00
1434,Ireland,41,0,2009-07-01 09:00:00
1435,Israel,506,0,2009-07-01 09:00:00
1436,Italy,123,0,2009-07-01 09:00:00
1437,Jamaica,32,0,2009-07-01 09:00:00
1438,Japan,1266,0,2009-07-01 09:00:00
1439,Jordan,20,0,2009-07-01 09:00:00
1440,Kenya,1,0,2009-07-01 09:00:00
1441,Korea,202,0,2009-07-01 09:00:00
1442,Kuwait,34,0,2009-07-01 09:00:00
1443,Laos,3,0,2009-07-01 09:00:00
1444,Latvia,1,0,2009-07-01 09:00:00
1445,Lebanon,39,0,2009-07-01 09:00:00
1446,Lithuania,1,0,2009-07-01 09:00:00
1447,Luxembourg,4,0,2009-07-01 09:00:00
1448,Malaysia,112,0,2009-07-01 09:00:00
1449,Mauritius,7,0,2009-07-01 09:00:00
1450,Mexico,8680,116,2009-07-01 09:00:00
1451,Montenegro,4,0,2009-07-01 09:00:00
1452,Morocco,17,0,2009-07-01 09:00:00
1453,Myanmar,1,0,2009-07-01 09:00:00
1454,Nepal,3,0,2009-07-01 09:00:00
1455,Netherlands,142,0,2009-07-01 09:00:00
1456,New Zealand,711,0,2009-07-01 09:00:00
1457,Nicaragua,293,0,2009-07-01 09:00:00
1458,Norway,32,0,2009-07-01 09:00:00
1459,Oman,3,0,2009-07-01 09:00:00
1460,Panama,417,0,2009-07-01 09:00:00
1461,Papua New Guinea,1,0,2009-07-01 09:00:00
1462,Paraguay,96,0,2009-07-01 09:00:00
1463,Peru,538,0,2009-07-01 09:00:00
1464,Philippines,861,1,2009-07-01 09:00:00
1465,Poland,15,0,2009-07-01 09:00:00
1466,Portugal,17,0,2009-07-01 09:00:00
1467,Qatar,10,0,2009-07-01 09:00:00
1468,Romania,28,0,2009-07-01 09:00:00
1469,Russia,3,0,2009-07-01 09:00:00
1470,Saint Lucia,1,0,2009-07-01 09:00:00
1471,Samoa,1,0,2009-07-01 09:00:00
1472,Saudi Arabia,81,0,2009-07-01 09:00:00
1473,Serbia,12,0,2009-07-01 09:00:00
1474,Singapore,701,0,2009-07-01 09:00:00
1475,Slovakia,13,0,2009-07-01 09:00:00
1476,Slovenia,4,0,2009-07-01 09:00:00
1477,South Africa,1,0,2009-07-01 09:00:00
1478,Spain,717,1,2009-07-01 09:00:00
1479,Sri Lanka,15,0,2009-07-01 09:00:00
1480,Suriname,11,0,2009-07-01 09:00:00
1481,Sweden,69,0,2009-07-01 09:00:00
1482,Switzerland,56,0,2009-07-01 09:00:00
1483,Thailand,1414,3,2009-07-01 09:00:00
1484,Trinidad and Tobago,53,0,2009-07-01 09:00:00
1485,Tunisia,3,0,2009-07-01 09:00:00
1486,Turkey,32,0,2009-07-01 09:00:00
1487,Ukraine,1,0,2009-07-01 09:00:00
1488,United Arab Emirates,8,0,2009-07-01 09:00:00
1489,United Kingdom,6552,3,2009-07-01 09:00:00
1490,United States of America,27717,127,2009-07-01 09:00:00
1491,Uruguay,195,1,2009-07-01 09:00:00
1492,Vanuatu,2,0,2009-07-01 09:00:00
1493,Venezuela,193,0,2009-07-01 09:00:00
1494,Viet Nam,123,0,2009-07-01 09:00:00
1495,West Bank and Gaza Strip,13,0,2009-07-01 09:00:00
1496,Yemen,7,0,2009-07-01 09:00:00
1497,Algeria,5,0,2009-07-03 09:00:00
1498,Antigua and Barbuda,2,0,2009-07-03 09:00:00
1499,Argentina,1587,26,2009-07-03 09:00:00
1500,Australia,4568,9,2009-07-03 09:00:00
1501,Austria,15,0,2009-07-03 09:00:00
1502,Bahamas,6,0,2009-07-03 09:00:00
1503,Bahrain,15,0,2009-07-03 09:00:00
1504,Bangladesh,12,0,2009-07-03 09:00:00
1505,Barbados,12,0,2009-07-03 09:00:00
1506,Belgium,49,0,2009-07-03 09:00:00
1507,Bermuda,1,0,2009-07-03 09:00:00
1508,Bolivia,283,0,2009-07-03 09:00:00
1509,Bosnia and Hezegovina,1,0,2009-07-03 09:00:00
1510,Brazil,737,1,2009-07-03 09:00:00
1511,British Virgin Islands,2,0,2009-07-03 09:00:00
1512,Brunei Darussalam,85,0,2009-07-03 09:00:00
1513,Bulgaria,10,0,2009-07-03 09:00:00
1514,Cambodia,7,0,2009-07-03 09:00:00
1515,Canada,7983,25,2009-07-03 09:00:00
1516,Cap Verde,3,0,2009-07-03 09:00:00
1517,Cayman Islands,14,0,2009-07-03 09:00:00
1518,Chile,7376,14,2009-07-03 09:00:00
1519,China,1814,0,2009-07-03 09:00:00
1520,Colombia,101,2,2009-07-03 09:00:00
1521,Costa Rica,227,2,2009-07-03 09:00:00
1522,Cote d'Ivoire,2,0,2009-07-03 09:00:00
1523,Cuba,73,0,2009-07-03 09:00:00
1524,Cyprus,70,0,2009-07-03 09:00:00
1525,Czech Republic,15,0,2009-07-03 09:00:00
1526,Denmark,63,0,2009-07-03 09:00:00
1527,Dominica,1,0,2009-07-03 09:00:00
1528,Dominican Republic,108,2,2009-07-03 09:00:00
1529,Ecuador,163,0,2009-07-03 09:00:00
1530,Egypt,67,0,2009-07-03 09:00:00
1531,El Salvador,253,0,2009-07-03 09:00:00
1532,Estonia,13,0,2009-07-03 09:00:00
1533,Ethiopia,3,0,2009-07-03 09:00:00
1534,Fiji,2,0,2009-07-03 09:00:00
1535,Finland,43,0,2009-07-03 09:00:00
1536,France,310,0,2009-07-03 09:00:00
1537,Germany,470,0,2009-07-03 09:00:00
1538,Greece,109,0,2009-07-03 09:00:00
1539,Guatemala,254,2,2009-07-03 09:00:00
1540,Honduras,123,1,2009-07-03 09:00:00
1541,Hungary,11,0,2009-07-03 09:00:00
1542,Iceland,4,0,2009-07-03 09:00:00
1543,India,104,0,2009-07-03 09:00:00
1544,Indonesia,8,0,2009-07-03 09:00:00
1545,Iran,1,0,2009-07-03 09:00:00
1546,Iraq,11,0,2009-07-03 09:00:00
1547,Ireland,51,0,2009-07-03 09:00:00
1548,Israel,577,0,2009-07-03 09:00:00
1549,Italy,130,0,2009-07-03 09:00:00
1550,Jamaica,32,0,2009-07-03 09:00:00
1551,Japan,1446,0,2009-07-03 09:00:00
1552,Jordan,22,0,2009-07-03 09:00:00
1553,Kenya,12,0,2009-07-03 09:00:00
1554,Korea,202,0,2009-07-03 09:00:00
1555,Kuwait,35,0,2009-07-03 09:00:00
1556,Laos,3,0,2009-07-03 09:00:00
1557,Latvia,1,0,2009-07-03 09:00:00
1558,Lebanon,47,0,2009-07-03 09:00:00
1559,Lithuania,3,0,2009-07-03 09:00:00
1560,Luxembourg,4,0,2009-07-03 09:00:00
1561,Malaysia,112,0,2009-07-03 09:00:00
1562,Malta,2,0,2009-07-03 09:00:00
1563,Mauritius,1,0,2009-07-03 09:00:00
1564,Mexico,10262,119,2009-07-03 09:00:00
1565,Montenegro,9,0,2009-07-03 09:00:00
1566,Morocco,17,0,2009-07-03 09:00:00
1567,Myanmar,1,0,2009-07-03 09:00:00
1568,Nepal,5,0,2009-07-03 09:00:00
1569,Netherlands,154,0,2009-07-03 09:00:00
1570,New Zealand,912,0,2009-07-03 09:00:00
1571,Nicaragua,308,0,2009-07-03 09:00:00
1572,Norway,41,0,2009-07-03 09:00:00
1573,Oman,3,0,2009-07-03 09:00:00
1574,Palau,1,0,2009-07-03 09:00:00
1575,Panama,417,0,2009-07-03 09:00:00
1576,Papua New Guinea,1,0,2009-07-03 09:00:00
1577,Paraguay,103,0,2009-07-03 09:00:00
1578,Peru,538,0,2009-07-03 09:00:00
1579,Philippines,1709,1,2009-07-03 09:00:00
1580,Poland,19,0,2009-07-03 09:00:00
1581,Portugal,27,0,2009-07-03 09:00:00
1582,Qatar,10,0,2009-07-03 09:00:00
1583,Romania,36,0,2009-07-03 09:00:00
1584,Russia,3,0,2009-07-03 09:00:00
1585,Saint Lucia,1,0,2009-07-03 09:00:00
1586,Samoa,1,0,2009-07-03 09:00:00
1587,Saudi Arabia,89,0,2009-07-03 09:00:00
1588,Serbia,15,0,2009-07-03 09:00:00
1589,Singapore,878,0,2009-07-03 09:00:00
1590,Slovakia,18,0,2009-07-03 09:00:00
1591,Slovenia,5,0,2009-07-03 09:00:00
1592,South Africa,12,0,2009-07-03 09:00:00
1593,Spain,760,1,2009-07-03 09:00:00
1594,Sri Lanka,17,0,2009-07-03 09:00:00
1595,Suriname,11,0,2009-07-03 09:00:00
1596,Sweden,74,0,2009-07-03 09:00:00
1597,Switzerland,72,0,2009-07-03 09:00:00
1598,Thailand,1414,3,2009-07-03 09:00:00
1599,Trinidad and Tobago,53,0,2009-07-03 09:00:00
1600,Tunisia,3,0,2009-07-03 09:00:00
1601,Turkey,40,0,2009-07-03 09:00:00
1602,Uganda,1,0,2009-07-03 09:00:00
1603,Ukraine,1,0,2009-07-03 09:00:00
1604,United Arab Emirates,8,0,2009-07-03 09:00:00
1605,United Kingdom,7464,3,2009-07-03 09:00:00
1606,United States of America,33902,170,2009-07-03 09:00:00
1607,Uruguay,195,1,2009-07-03 09:00:00
1608,Vanuatu,2,0,2009-07-03 09:00:00
1609,Venezuela,204,0,2009-07-03 09:00:00
1610,Viet Nam,131,0,2009-07-03 09:00:00
1611,West Bank and Gaza Strip,30,0,2009-07-03 09:00:00
1612,Yemen,7,0,2009-07-03 09:00:00
1613,Algeria,5,0,2009-07-06 09:00:00
1614,Antigua and Barbuda,2,0,2009-07-06 09:00:00
1615,Argentina,2485,60,2009-07-06 09:00:00
1616,Australia,5298,10,2009-07-06 09:00:00
1617,Austria,19,0,2009-07-06 09:00:00
1618,Bahamas,7,0,2009-07-06 09:00:00
1619,Bahrain,15,0,2009-07-06 09:00:00
1620,Bangladesh,18,0,2009-07-06 09:00:00
1621,Barbados,12,0,2009-07-06 09:00:00
1622,Belgium,54,0,2009-07-06 09:00:00
1623,Bermuda,1,0,2009-07-06 09:00:00
1624,Bolivia,416,0,2009-07-06 09:00:00
1625,Bosnia and Hezegovina,1,0,2009-07-06 09:00:00
1626,Brazil,737,1,2009-07-06 09:00:00
1627,British Virgin Islands,2,0,2009-07-06 09:00:00
1628,Brunei Darussalam,124,0,2009-07-06 09:00:00
1629,Bulgaria,10,0,2009-07-06 09:00:00
1630,Cambodia,7,0,2009-07-06 09:00:00
1631,Canada,7983,25,2009-07-06 09:00:00
1632,Cap Verde,3,0,2009-07-06 09:00:00
1633,Cayman Islands,14,0,2009-07-06 09:00:00
1634,Chile,7376,14,2009-07-06 09:00:00
1635,China,2040,0,2009-07-06 09:00:00
1636,Colombia,118,2,2009-07-06 09:00:00
1637,Cook Island,1,0,2009-07-06 09:00:00
1638,Costa Rica,277,3,2009-07-06 09:00:00
1639,Cote d'Ivoire,2,0,2009-07-06 09:00:00
1640,Croatia,1,0,2009-07-06 09:00:00
1641,Cuba,85,0,2009-07-06 09:00:00
1642,Cyprus,109,0,2009-07-06 09:00:00
1643,Czech Republic,15,0,2009-07-06 09:00:00
1644,Denmark,66,0,2009-07-06 09:00:00
1645,Dominica,1,0,2009-07-06 09:00:00
1646,Dominican Republic,108,2,2009-07-06 09:00:00
1647,Ecuador,204,0,2009-07-06 09:00:00
1648,Egypt,78,0,2009-07-06 09:00:00
1649,El Salvador,319,0,2009-07-06 09:00:00
1650,Estonia,13,0,2009-07-06 09:00:00
1651,Ethiopia,3,0,2009-07-06 09:00:00
1652,Fiji,2,0,2009-07-06 09:00:00
1653,Finland,47,0,2009-07-06 09:00:00
1654,France,322,0,2009-07-06 09:00:00
1655,Germany,505,0,2009-07-06 09:00:00
1656,Greece,151,0,2009-07-06 09:00:00
1657,Guatemala,286,2,2009-07-06 09:00:00
1658,Guyana,2,0,2009-07-06 09:00:00
1659,Honduras,123,1,2009-07-06 09:00:00
1660,Hungary,11,0,2009-07-06 09:00:00
1661,Iceland,4,0,2009-07-06 09:00:00
1662,India,129,0,2009-07-06 09:00:00
1663,Indonesia,20,0,2009-07-06 09:00:00
1664,Iran,1,0,2009-07-06 09:00:00
1665,Iraq,12,0,2009-07-06 09:00:00
1666,Ireland,74,0,2009-07-06 09:00:00
1667,Israel,681,0,2009-07-06 09:00:00
1668,Italy,146,0,2009-07-06 09:00:00
1669,Jamaica,32,0,2009-07-06 09:00:00
1670,Japan,1790,0,2009-07-06 09:00:00
1671,Jordan,23,0,2009-07-06 09:00:00
1672,Kenya,15,0,2009-07-06 09:00:00
1673,Korea,202,0,2009-07-06 09:00:00
1674,Kuwait,35,0,2009-07-06 09:00:00
1675,Laos,5,0,2009-07-06 09:00:00
1676,Latvia,1,0,2009-07-06 09:00:00
1677,Lebanon,49,0,2009-07-06 09:00:00
1678,Libya,1,0,2009-07-06 09:00:00
1679,Lithuania,3,0,2009-07-06 09:00:00
1680,Luxembourg,6,0,2009-07-06 09:00:00
1681,Malaysia,112,0,2009-07-06 09:00:00
1682,Malta,24,0,2009-07-06 09:00:00
1683,Mauritius,1,0,2009-07-06 09:00:00
1684,Mexico,10262,119,2009-07-06 09:00:00
1685,Montenegro,10,0,2009-07-06 09:00:00
1686,Morocco,17,0,2009-07-06 09:00:00
1687,Myanmar,1,0,2009-07-06 09:00:00
1688,Nepal,5,0,2009-07-06 09:00:00
1689,Netherlands,155,0,2009-07-06 09:00:00
1690,New Zealand,1059,3,2009-07-06 09:00:00
1691,Nicaragua,321,0,2009-07-06 09:00:00
1692,Norway,41,0,2009-07-06 09:00:00
1693,Oman,4,0,2009-07-06 09:00:00
1694,Palau,1,0,2009-07-06 09:00:00
1695,Panama,417,0,2009-07-06 09:00:00
1696,Papua New Guinea,1,0,2009-07-06 09:00:00
1697,Paraguay,106,1,2009-07-06 09:00:00
1698,Peru,916,0,2009-07-06 09:00:00
1699,Philippines,1709,1,2009-07-06 09:00:00
1700,Poland,25,0,2009-07-06 09:00:00
1701,Portugal,42,0,2009-07-06 09:00:00
1702,Puerto Rico,18,0,2009-07-06 09:00:00
1703,Qatar,23,0,2009-07-06 09:00:00
1704,Romania,41,0,2009-07-06 09:00:00
1705,Russia,3,0,2009-07-06 09:00:00
1706,Saint Lucia,1,0,2009-07-06 09:00:00
1707,Samoa,1,0,2009-07-06 09:00:00
1708,Saudi Arabia,114,0,2009-07-06 09:00:00
1709,Serbia,15,0,2009-07-06 09:00:00
1710,Singapore,1055,0,2009-07-06 09:00:00
1711,Slovakia,18,0,2009-07-06 09:00:00
1712,Slovenia,14,0,2009-07-06 09:00:00
1713,South Africa,18,0,2009-07-06 09:00:00
1714,Spain,776,1,2009-07-06 09:00:00
1715,Sri Lanka,19,0,2009-07-06 09:00:00
1716,Suriname,11,0,2009-07-06 09:00:00
1717,Sweden,84,0,2009-07-06 09:00:00
1718,Switzerland,76,0,2009-07-06 09:00:00
1719,Syria,1,0,2009-07-06 09:00:00
1720,Thailand,2076,7,2009-07-06 09:00:00
1721,The former Yugoslav Republic of Macedonia,2,0,2009-07-06 09:00:00
1722,Trinidad and Tobago,65,0,2009-07-06 09:00:00
1723,Tunisia,5,0,2009-07-06 09:00:00
1724,Turkey,40,0,2009-07-06 09:00:00
1725,Uganda,1,0,2009-07-06 09:00:00
1726,Ukraine,1,0,2009-07-06 09:00:00
1727,United Arab Emirates,8,0,2009-07-06 09:00:00
1728,United Kingdom,7464,3,2009-07-06 09:00:00
1729,United States of America,33902,170,2009-07-06 09:00:00
1730,Uruguay,195,4,2009-07-06 09:00:00
1731,Vanuatu,2,0,2009-07-06 09:00:00
1732,Venezuela,206,0,2009-07-06 09:00:00
1733,Viet Nam,181,0,2009-07-06 09:00:00
1734,Virgin Islands,1,0,2009-07-06 09:00:00
1735,West Bank and Gaza Strip,60,0,2009-07-06 09:00:00
1736,Yemen,8,0,2009-07-06 09:00:00
